anemic	lacking vigor or energy
adynamic	lacking strength or vigor
faint	lacking strength or vigor
feeble	pathetically lacking in force or effectiveness
flaccid	lacking in strength or firmness or resilience
flimsy	having little substance or significance
flimsy	lacking solidity or strength and liable to break
jerry-built	of inferior workmanship and materials
namby-pamby	weak in willpower, courage or vitality
pale	(of light) lacking in intensity or brightness
puny	inferior in strength or significance
vulnerable	capable of being wounded or hurt
weakened	made weak or weaker
stubborn	tenaciously unwilling or marked by tenacious unwillingness to yield
bloody-minded	stubbornly obstructive and unwilling to cooperate
bolshy	obstreperous
bullheaded	obstinate and stupid
dogged	stubbornly unyielding
contrarious	difficult to deal with
determined	devoting full strength and concentrated attention to
hardheaded	unreasonably rigid in the face of argument or entreaty or attack
stiff-necked	haughtily stubborn
strong-minded	having a determined will
docile	willing to be taught or led or supervised or directed
meek	very docile
sheeplike	like or suggestive of a sheep in docility or stupidity or meekness or timidity
yielding	inclined to yield to argument or influence or control
subordinate	subject or submissive to authority or the control of another
feudatory	owing feudal allegiance to or being subject to a sovereign
ruled	subject to a ruling authority
subject	being under the power or sovereignty of another or others
subservient	compliant and obedient to authority
insubordinate	not submissive to authority
contumacious	wilfully obstinate
disobedient	unwilling to submit to authority
mutinous	disposed to or in a state of mutiny
rebellious	resisting control or authority
successful	having succeeded or being marked by a favorable outcome
boffo	resoundingly successful and popular
booming	very lively and profitable
eminent	having achieved eminence
in(p)	holding office
made	successful or assured of success
no-hit	of a game (or the pitching) in which a pitcher allows the opponent no hits
productive	yielding positive results
self-made	having achieved success or recognition by your own efforts
sure-fire	certain to be successful
triple-crown	unofficial championship title for player who heads the league in batting average and home runs and runs batted in
triple-crown	of a horse that has won the Kentucky Derby and the Belmont Stakes and the Preakness races
victorious	having won
winning	bringing success
unsuccessful	not successful
attempted	tried unsuccessfully
defeated	disappointingly unsuccessful
done_for(p)	doomed to extinction
down-and-out	lacking resources (or any prospect of resources)
empty-handed	having acquired or gained nothing
failed	unable to meet financial obligations
hitless	(of a batter) without a hit
no-win	certain to end in failure and disappointment
out(a)	out of power
scoreless	having no points scores
self-defeating	acting to defeat its own purpose
unfulfilled	of persons
unplaced	not one of the first three in a race or competition
winless	having no wins
sufficient	of a quantity that can fulfill a need or requirement but without being abundant
adequate	enough to meet a purpose
comfortable	sufficient to provide comfort
insufficient	of a quantity not able to fulfill a need or requirement
depleted	no longer sufficient
inadequate	not sufficient to meet a need
lean	containing little excess
light	less than the correct or legal or full amount often deliberately so
scarce	not enough
shy(p)	short
too_little	not enough
sugary	containing sugar
candied	encrusted with sugar or syrup
honeyed	with honey added
honeylike	resembling honey
sugared	with sweetening added
sugarless	not containing sugar
unsugared	with no sugar added
unsweetened	not made sweet
superior	of or characteristic of high rank or importance
arch	(used of behavior or attitude) characteristic of those who treat others with condescension
eminent	standing above others in quality or position
leading(a)	greatest in importance or degree or significance or achievement
high-level	at an elevated level in rank or importance
majestic	majestic in manner or bearing
superordinate	of higher rank or status or value
upper	superior in rank or accomplishment
inferior	of or characteristic of low rank or importance
humble	low or inferior in station or quality
indifferent	fairly poor to not very good
low-level	at a low level in rank or importance
middle-level	intermediate in rank or position
outclassed	decisively surpassed by something else so as to appear to be of a lower class
superior	of high or superior quality or performance
ace	of the highest quality
banner	unusually good
blue-ribbon(a)	selected or chosen for special qualifications
boss	exceptionally good
brilliant	of surpassing excellence
capital	first-rate
choice	of superior grade
excellent	of the highest quality
gilt-edged	of the highest quality or value
greatest	highest in quality
high-performance	modified to give superior performance
outstanding	distinguished from others in excellence
premium	having or reflecting superior quality or value
pukka	absolutely first class and genuine
shining	marked by exceptional merit
spiffing	excellent or splendid
supreme	highest in excellence or achievement
top-flight	excellent
transcendent	exceeding or surpassing usual limits especially in excellence
weapons-grade	of a quality adequate for use in weapons (especially in weapons of mass destruction)
well-made	skillfully constructed
inferior	of low or inferior quality
bad	below average in quality or performance
base	(used of metals) consisting of or alloyed with inferior metal
bum	of very poor quality
bush-league	not of the highest quality or sophistication
flimsy	resembling cardboard especially in flimsiness
cheapjack	cheap and shoddy
coarse	of low or inferior quality or value
coarsened	made coarse or crude by lack of skill
commercial	of the kind or quality used in commerce
deplorable	of very poor quality or condition
less	(usually preceded by `no') lower in quality
low-grade	of inferior quality
mediocre	moderate to inferior in quality
ropey	(British informal) very poor in quality
scrawny	inferior in size or quality
second-class	of inferior status or quality
third-rate	of lesser quality than second-rate
utility(a)	used of beef
superior	having an orbit farther from the sun than the Earth's orbit
inferior	having an orbit between the sun and the Earth's orbit
superjacent	lying immediately above or on something else
incumbent	lying or leaning on something else
overlying	placed on or over something else
superincumbent	lying or resting on and exerting pressure on something else
subjacent	lying nearby but lower
underlying	located beneath or below
superscript	written or printed above and to one side of another character
subscript	written or printed below and to one side of another character
adscript	written or printed immediately following another character and aligned with it
supervised	under observation or under the direction of a superintendent or overseer
unsupervised	not supervised or under constant observation
unattended	not watched
supported	held up or having the weight borne especially from below
based	having a base
braced	held up by braces or buttresses
gimbaled	supported on gimbals and remaining steady or level when the base tips
pendent	supported from above
supernatant	of a liquid
suspended	(of undissolved particles in a fluid) supported or kept from sinking or falling by buoyancy and without apparent attachment
underhung	supported from below especially resting on a track instead of suspended from above
underslung	supported from above especially in a vehicle having springs attached to the axle from below
unsupported	not held up or borne
strapless	having no straps
unbraced	without braces or props
supported	sustained or maintained by aid (as distinct from physical support)
backed	having backing
based	having a basis
based_on	being founded on
corroborated	supported or established by evidence or proof
endorsed	formally supported especially by public statement
financed	supported financially
fostered	encouraged or promoted in growth or development
subsidized	having partial financial support from public funds
unsupported	not sustained or maintained by nonmaterial aid
baseless	without a basis in reason or fact
single-handed	unsupported by other people
uncorroborated	unsupported by other evidence
assisted	having help
motor-assisted	relying on an engine for propulsion in addition to muscle power
power-assisted	supplementing or replacing manual effort
unassisted	lacking help
naked	(of the eye or ear e.g.) without the aid of an optical or acoustical device or instrument
unaided	carried out without aid or assistance
supportive	furnishing support or assistance
accessory	furnishing added support
certificatory	serving to certify or endorse authoritatively
collateral	serving to support or corroborate
demonstrative_of(p)	serving to prove or demonstrate
encouraging	furnishing support and encouragement
unsupportive	not furnishing support or assistance
confounding	that confounds or contradicts or confuses
disconfirming	establishing as invalid or untrue
surmountable	capable of being surmounted or overcome
conquerable	capable of being surmounted or excelled
insurmountable	not capable of being surmounted or overcome
insuperable	incapable of being surmounted or excelled
surprised	taken unawares or suddenly and feeling wonder or astonishment
amazed	filled with the emotional impact of overwhelming surprise or shock
dumbfounded	as if struck dumb with astonishment and surprise
gobsmacked	utterly astounded
goggle-eyed	with eyes or mouth open in surprise
jiggered	(British informal expletive) surprised
startled	excited by sudden surprise or alarm and making a quick involuntary movement
unsurprised	not surprised or expressing surprise
surprising	causing surprise or wonder or amazement
amazing	surprising greatly
startling	so remarkably different or sudden as to cause momentary shock or alarm
stunning	causing great astonishment and consternation
unsurprising	not causing surprise
expected	looked forward to as probable
unstartling	not startling
susceptible	(often followed by `of' or `to') yielding readily to or capable of
allergic	having an allergy or peculiar or excessive susceptibility (especially to a specific factor)
amenable	open to being acted upon in a certain way
capable	 possibly accepting or permitting
convincible	being susceptible to persuasion
fictile	susceptible to being led or directed
liable(p)	(often followed by `to') likely to be affected with
predisposed	made susceptible
responsive	readily reacting to suggestions and influences
suggestible	susceptible or responsive to suggestion
temptable	susceptible to temptation
unvaccinated	not vaccinated
vulnerable	susceptible to criticism or persuasion or temptation
unsusceptible	not susceptible to
immune	relating to or conferring immunity (to disease or infection)
immunized	having been rendered unsusceptible to a disease
immunogenic	possessing the ability to elicit an immune response
incapable(p)	not being susceptible to or admitting of something (usually followed by `of')
unpersuadable	not susceptible to persuasion
unresponsive	not susceptible to suggestion or influence
impressionable	easily impressed or influenced
easy	readily exploited or tricked
spinnable	capable or susceptible to being influenced by biased information
plastic	capable of being influenced or formed
susceptible	easily impressed emotionally
unimpressionable	not sensitive or susceptible to impression
exempt	(of persons) freed from or not subject to an obligation or liability (as e.g. taxes) to which others or other things are subject
excused	granted exemption
immune	secure against
privileged	not subject to usual rules or penalties
nonexempt	(of persons) not exempt from an obligation or liability
liable(p)	subject to legal action
taxpaying	not exempt from paying taxes
unexcused	not excused
scheduled	planned or scheduled for some certain time or times
regular	regularly scheduled for fixed times
unscheduled	not scheduled or not on a regular schedule
extra	added to a regular schedule
forced	made necessary by an unexpected situation or emergency
sweet	(used of wines) having a high residual sugar content
dry	(of liquor) having a low residual sugar content because of decomposition of sugar during fermentation
brut	(of champagne) extremely dry
medium-dry	of a wine that is dry but not extremely dry
sec	(of champagne) moderately dry
sweet	having or denoting the characteristic taste of sugar
cloying	overly sweet
sweetish	somewhat sweet
sour	having a sharp biting taste
acerb	sour or bitter in taste
acetose	tasting or smelling like vinegar
acidic	being sour to the taste
lemony	tasting sour like a lemon
subacid	slightly sour to the taste
soured	having turned bad
off	in an unpalatable state
unsoured	not having turned bad
fresh	not soured or preserved
suspected	believed likely
unsuspected	not suspected or believed likely
unknown	not known to exist
swept	possessing sweep
sweptback	(especially of aircraft wings) angled rearward from the point of attachment
sweptwing	(of an aircraft) having sweptback wings
unswept	not swept or having sweep
sworn	bound by or stated on oath
bound	bound by an oath
unsworn	not bound by or stated on oath
symmetrical	having similarity in size, shape, and relative position of corresponding parts
bilateral	having identical parts on each side of an axis
biradial	showing both bilateral and radial symmetry
cruciate	shaped like a cross
even	symmetrically arranged
interchangeable	(mathematics, logic) such that the arguments or roles can be interchanged
isoceles	(of a triangle) having two sides of equal length
radial	arranged like rays or radii
radially_symmetrical	having a symmetrical arrangement of radiating parts about a central point
rhombohedral	having threefold symmetry
asymmetrical	characterized by asymmetry in the spatial arrangement or placement of parts or components
lopsided	having one side lower or smaller or lighter than the other
noninterchangeable	such that the terms of an expression cannot be interchanged without changing the meaning
unsymmetric	lacking symmetry
actinomorphic	capable of division into symmetrical halves by any longitudinal plane passing through the axis
actinoid	having a radial form
zygomorphic	capable of division into symmetrical halves by only one longitudinal plane passing through the axis
sympathetic	expressing or feeling or resulting from sympathy or compassion or friendly fellow feelings
commiserative	feeling or expressing sympathy
condolent	expressing sympathy with a person who experienced the death of a loved one
empathic	showing empathy or ready comprehension of others' states
unsympathetic	not sympathetic or disposed toward
unsympathizing	not showing or expressing sympathy
sympathetic	(of characters in literature or drama) evoking empathic or sympathetic feelings
unsympathetic	(of characters in literature or drama) tending to evoke antipathetic feelings
sympatric	(of biological species or speciation) occurring in the same or overlapping geographical areas
allopatric	(of biological species or speciation) occurring in areas isolated geographically from one another
synchronic	concerned with phenomena (especially language) at a particular period without considering historical antecedents
diachronic	used of the study of a phenomenon (especially language) as it changes through time
synchronous	occurring or existing at the same time or having the same period or phase
coetaneous	of the same period
coexistent	existing at the same time
coincident	occurring or operating at the same time
contemporaneous	occurring in the same period of time
parallel	of or relating to the simultaneous performance of multiple operations
synchronic	(of taxa) occurring in the same period of geological time
synchronized	operating in unison
asynchronous	not synchronous
allochronic	(of taxa) occurring in different geologic times
anachronic	chronologically misplaced
nonsynchronous	not occurring together
serial	of or relating to the sequential performance of multiple operations
synchronous	(digital communication) pertaining to a transmission technique that requires a common clock signal (a timing reference) between the communicating devices in order to coordinate their transmissions
asynchronous	(digital communication) pertaining to a transmission technique that does not require a common clock between the communicating devices
syndetic	connected by a conjunction
asyndetic	lacking conjunctions
synonymous	(of words) meaning the same or nearly the same
similar	(of words) expressing closely related meanings
substitutable	(of words) interchangeable in a given context without changing the import of the expression
antonymous	of words: having opposite meanings
complementary	of words or propositions so related that each is the negation of the other
contradictory	of words or propositions so related that both cannot be true and both cannot be false
contrary	of words or propositions so related that both cannot be true but both may be false
contrastive	of words so related that one contrasts with the other
converse	of words so related that one reverses the relation denoted by the other
systematic	characterized by order and planning
in_order(p)	marked by system
systematized	reduced to a system
tabular	arranged or displayed systematically in table form
unsystematic	lacking systematic arrangement or method or organization
unsystematized	not done according to a system
taciturn	habitually reserved and uncommunicative
buttoned-up	(British colloquial) not inclined to conversation
reticent	temperamentally disinclined to talk
voluble	marked by a ready flow of speech
blathering	talking idly or incoherently
chatty	full of trivial conversation
tactful	having or showing a sense of what is fitting and considerate in dealing with others
discerning	unobtrusively perceptive and sympathetic
tactless	lacking or showing a lack of what is fitting and considerate in dealing with others
tall	great in vertical dimension
full-length	accommodating the full height of the human figure
gangling	tall and thin and having long slender limbs
in_height(p)	having a specified height
leggy	having long legs
leggy	(of plants) having tall spindly stems
long	of relatively great height
long-stalked	of plants having relatively long stalks
stately	of size and dignity suggestive of a statue
tallish	somewhat tall
short	low in stature
chunky	short and thick
half-length	representing only the upper half of the body
pint-size	well below average height
short-stalked	of plants having relatively short stalks
squab	short and fat
tame	brought from wildness into a domesticated state
broken	tamed or trained to obey
cultivated	no longer in the natural state
docile	easily handled or managed
domestic	converted or adapted to domestic use
tamed	brought from wildness
wild	in a natural state
feral	wild and menacing
semi-wild	partially wild
unbroken	not subdued or trained for service or use
undomesticated	not domesticated
tame	very restrained or quiet
subdued	quieted and brought under control
wild	marked by extreme lack of restraint or control
chaotic	completely unordered and unpredictable and confusing
delirious	marked by uncontrolled excitement or emotion
frenzied	affected with or marked by frenzy or mania uncontrolled by reason
unsubdued	not brought under control
tangible	perceptible by the senses especially the sense of touch
tactile	producing a sensation of touch
intangible	incapable of being perceived by the senses especially the sense of touch
tangible	(of especially business assets) having physical substance and intrinsic monetary value 
real	(of property) fixed or immovable
realizable	capable of being realized
intangible	(of especially business assets) not having physical substance or intrinsic productive value
tasteful	having or showing or conforming to good taste
aesthetic	aesthetically pleasing
understated	exhibiting restrained good taste
tasteless	lacking aesthetic or social taste
barbaric	unrestrained and crudely rich
brassy	tastelessly showy
Brummagem	cheap and showy
camp	providing sophisticated amusement by virtue of having artificially (and vulgarly) mannered or banal or sentimental qualities
indelicate	in violation of good taste even verging on the indecent
ostentatious	of a display that is tawdry or vulgar
tasty	pleasing to the sense of taste
acid-tasting	having a sour acidic taste
ambrosial	extremely pleasing to the taste
bitter	one of the four basic taste sensations
bitterish	somewhat bitter
bittersweet	having a taste that is a mixture of bitterness and sweetness
choice	appealing to refined taste
dainty	especially pleasing to the taste
delectable	extremely pleasing to the sense of taste
flavorful	full of flavor
fruity	tasting or smelling richly of or as of fruit
full-bodied	marked by richness and fullness of flavor
peppery	having the piquant burning taste of peppers
gingery	having a taste like that of ginger
hot	being very spicy
grapey	having a taste like that of grapes
mild-tasting	having a mild taste
nippy	a sharp biting taste
nutty	having the flavor of nuts
piquant	having an agreeably pungent taste
pungent	strong and sharp;"the pungent taste of radishes"
salty	one of the four basic taste sensations
smoky	tasting of smoke
sour	one of the four basic taste sensations
strong-flavored	having a strong taste
winy	having the taste of wine
tasteless	lacking flavor
bland	lacking taste or flavor or tang
unflavored	without flavoring added
unsalted	without salt or seasoning
taxable	(of goods or funds) subject to taxation
assessable	capable of being assessed especially for the purpose of taxation
dutiable	subject to import tax
ratable	liable to payment of rates or taxes
subject(p)	not exempt from tax
nontaxable	(of goods or funds) not subject to taxation
duty-free	exempt from duty
tax-exempt	(of goods or funds) not taxed
unratable	British
temperate	not extreme in behavior
abstemious	marked by temperance in indulgence
moderate	marked by avoidance of extravagance or extremes
intemperate	excessive in behavior
big(a)	prodigious
temperate	(of weather or climate) free from extremes
cold-temperate	the colder parts of temperate waters
equable	not varying
intemperate	(of weather or climate) not mild
tense	taut or rigid
overstrung	too tightly strung
taut	pulled or drawn tight
lax	not taut or rigid
drooping	hanging down (as from exhaustion or weakness)
floppy	hanging limply
loose	not tense or taut
loose-jointed	loosely articulated or constructed
relaxed	made less tense or rigid
tensionless	free from tension
tense	pronounced with relatively tense tongue muscles (e.g., the vowel sound in `beat')
constricted	especially tense
lax	pronounced with muscles of the tongue and jaw relatively relaxed (e.g., the vowel sound in `bet')
tense	in or of a state of physical or nervous tension
aroused	brought to a state of great tension
cliff-hanging	(of a situation) characterized by or causing suspense
taut	subjected to great tension
edgy	being in a tense state
electric	(of a situation) exceptionally tense
isotonic	of two or more muscles
nervous	easily agitated
strained	under great stress
unrelaxed	nor relaxed
pumped-up(a)	tense with excitement and enthusiasm as from a rush of adrenaline
relaxed	without strain or anxiety
degage	free and relaxed in manner
laid-back	unhurried and relaxed
unstrained	not placed under psychological stress
hypertonic	(of living tissue) in a state of abnormally high tension
hypotonic	(of living tissue) lacking normal tone or tension
territorial	belonging to the territory of any state or ruler
jurisdictional	restricted to the geographic area under a particular jurisdiction
regional	related or limited to a particular region
sectional	related or limited to a distinct region or subdivision of of a territory or community or group of people
extraterritorial	outside territorial limits or jurisdiction
territorial	displaying territoriality
nonterritorial	not displaying territoriality
thermoplastic	having the property of softening or fusing when heated and of hardening and becoming rigid again when cooled
thermosetting	having the property of becoming permanently hard and rigid when heated or cured
thick	not thin
deep	relatively thick from top to bottom
deep-chested	thick in the chest
fat	having a relatively large diameter
four-ply	having a thickness made up of four layers or strands
heavy	made of fabric having considerable thickness
heavy	of relatively large extent and density
quilted	made of layers of fabric held together by patterned stitching
thickened	made or having become thick
three-ply	having a thickness made up of three layers or strands
two-ply	having a thickness made up of two layers or strands
thin	of relatively small extent from one surface to the opposite or in cross section
bladed	composed of thin flat plates resembling a knife blade
capillary	long and slender with a very small internal diameter
compressed	flattened laterally along the whole length (e.g., certain leafstalks or flatfishes)
depressed	flattened downward as if pressed from above or flattened along the dorsal and ventral surfaces
diaphanous	so thin as to transmit light
filamentous	thin in diameter
fine	thin in thickness or diameter
flimsy	very thin and insubstantial
hyperfine	extremely fine or thin, as in a spectral line split into two or more components
paper_thin	thin as paper
papery	thin and paperlike
ribbonlike	long and thin
sleazy	of cloth
slender	having little width in proportion to the length or height
tenuous	very thin in gauge or diameter
wafer-thin	very thin
thick	relatively dense in consistency
clogged	thickened or coalesced in soft thick lumps (such as clogs or clots)
coagulable	capable of coagulating and becoming thick
coagulate	transformed from a liquid into a soft semisolid or solid mass
creamy	thick like cream
dense	permitting little if any light to pass through because of denseness of matter
gelatinous	thick like gelatin
ropy	forming viscous or glutinous threads
soupy	having the consistency and appearance of soup
syrupy	having a relatively high resistance to flow
thickened	made thick in consistency
thin	relatively thin in consistency or low in density
tenuous	having thin consistency
rare	having low density
thinkable	capable of being conceived or imagined or considered
cogitable	capable of being thought about
conceivable	capable of being imagined
presumable	capable of being inferred on slight grounds
unthinkable	incapable of being conceived or considered
impossible	totally unlikely
thoughtful	exhibiting or characterized by careful thought
bemused	deeply absorbed in thought
brooding	persistently or morbidly thoughtful
cogitative	given to cogitation
considered	resulting from careful thought
deliberate	marked by careful consideration or reflection
deliberative	involved in or characterized by deliberation and discussion and examination
excogitative	concerned with excogitating or having the power of excogitation
thoughtless	showing lack of careful thought
inconsiderate	without proper consideration or reflection
unreflective	not exhibiting or characterized by careful thought
thrifty	careful and diligent in the use of resources
economical	avoiding waste
penny-wise	thrifty in small matters only
saving	characterized by thriftiness
wasteful	tending to squander and waste
extravagant	recklessly wasteful
pound-foolish	unwise in dealing with large sums
uneconomical	wasteful of resources
tidy	marked by good order and cleanliness in appearance or habits
clean-cut	 neat and smart in appearance
neat	clean or orderly
neat	showing care in execution
orderly	marked by or adhering to method or system
ruly	neat and tidy
shipshape	of places
slicked_up	having been made especially tidy
straight	neatly arranged
uncluttered	having nothing extraneous
untidy	not neat and tidy
blowsy	characteristic of or befitting a slut or slattern
cluttered	filled or scattered with a disorderly accumulation of objects or rubbish
disheveled	in disarray
disorderly	in utter disorder
frowsy	negligent of neatness especially in dress and person
messy	dirty and disorderly
scraggly	lacking neatness or order
sloppy	lacking neatness or order
slouchy	lacking stiffness in form or posture
sprawling	spreading out carelessly (as if wandering) in different directions
unkempt	not properly maintained
groomed	neat and smart in appearance
brushed	(of hair or clothing) groomed with a brush
kempt	(of hair) neat and tidy
plastered	(of hair) made smooth by applying a sticky or glossy substance
pomaded	(of hair) groomed with pomade
sleek	well-groomed and neatly tailored
well-groomed	having your hair neatly brushed and combed
well-groomed	having tasteful clothing and being scrupulously neat
ungroomed	not neat and smart in appearance
bushy	used of hair
ill-dressed	not well dressed
unbrushed	(of hair or clothing) not brushed
unkempt	not neat or cared for
combed	(of hair) made tidy with a comb
uncombed	(of hair) not combed
uncombable	not capable of being combed
unkempt	not neatly combed
timbered	furnished with or made of wood or timbers
half-timber	having exposed wood framing with spaces filled with masonry, as in Tudor architecture
timber-framed	framed by exposed timbers
untimbered	lacking timbers
titled	having or given a name or title
called	known or spoken of as
called	given or having a specified name
styled	designated by a name or title
entitled	given a title or identifying name
untitled	not having a title or name
toned	having or distinguished by a tone
toneless	lacking in tone or expression
tongued	provided with or resembling a tongue
tonguelike	resembling a tongue in form or function
tongueless	lacking a tongue
tipped	having a tip
filter-tipped	of a cigar or cigarette
pink-tipped	of a leaf tipped with pink
plume-tipped	of a plant tipped with a plume
spine-tipped	of a plant tipped with a spine
thorn-tipped	of a plant tipped with a thorn
yellow-tipped	of a flower tipped with yellow
untipped	not provided with a special tip
tired	depleted of strength or energy
all_in(p)	very tired
aweary	physically and mentally fatigued
bleary	tired to the point of exhaustion
bored	tired of the world
burned-out	exhausted as a result of longtime stress
careworn	showing the wearing effects of overwork or care or suffering
drooping	weak from exhaustion
exhausted	drained of energy or effectiveness
footsore	having sore or tired feet
jaded	exhausted
knackered	very tired
ragged	worn out from stress or strain
travel-worn	tired by travel
unrefreshed	not rested or refreshed;
whacked	(British informal) exhausted or worn out
rested	not tired
fresh	with restored energy
untired	with unreduced energy
tolerable	capable of being borne or endured
bearable	capable of being borne though unpleasant
tolerant	able to tolerate environmental conditions or physiological stress
intolerable	incapable of being put up with
bitter	very difficult to accept or bear
impossible	used of persons or their behavior
unsupportable	not able to be supported or defended
tolerant	showing respect for the rights or opinions or practices of others
unbigoted	not opinionated
intolerant	unwilling to tolerate difference of opinion
bigoted	blindly and obstinately attached to some creed or opinion and intolerant toward others
rigid	incapable of compromise or flexibility
tonal	having tonality
keyed	set to a key or tone
diatonic	based on or using the five tones and two semitones of the major or minor scales of Western music
polytonal	using more than one key or tonality simultaneously
toned	having or characterized or distinguished by tone or a specific tone
tonic	relating to or being the keynote of a major or minor scale
atonal	characterized by avoidance of traditional Western tonality
toothed	having teeth especially of a certain number or type
buck-toothed	having protruding upper front teeth
cogged	having cogs
fine-toothed(a)	having fine teeth set close together
gap-toothed	having widely spaced teeth
saber-toothed	having teeth that resemble sabers
small-toothed	having small teeth
toothlike	resembling a tooth
toothy	having or showing prominent teeth
toothless	lacking teeth
edental	having few if any teeth
edentulous	having lost teeth
top(a)	situated at the top or highest position
apical	situated at an apex
crowning	forming or providing a crown or summit
topmost	at or nearest to the top
upper	the topmost one of two
bottom(a)	situated at the bottom or lowest position
bottommost	farthest down
inferior	lower than a given reference point
nether	lower
side(a)	located on a side
broadside	toward a full side
lateral	situated at or extending to the side
topped	having a top of a specified character
flat-topped	having a flat or flattened upper surface
lidded	having a lid
screw-topped	having a lid with a spiral groove
topless	having no top
lidless	having no lid
bottomed	having a bottom of a specified character
bell-bottomed	(of trousers) having legs that flare at the bottom
copper-bottomed	having a bottom of copper or sheathed with copper
flat-bottomed	having a flat bottom
round-bottomed	having a rounded bottom
bottomless	having no bottom
top-down	of an approach to a problem that begins at the highest conceptual level and works down to the details
bottom-up	of an approach to a problem that begins with details and works up to the highest conceptual level
equatorial	of or existing at or near the geographic equator
pantropical	distributed throughout the tropics
tropical	relating to or situated in or characteristic of the tropics (the region on either side of the equator)
polar	of or existing at or near a geographical pole or within the Arctic or Antarctic Circles
circumpolar	located or found throughout a polar region
north-polar	at or near the north pole
south-polar	at or near the south pole
testate	having made a legally valid will before death
intestate	having made no legally valid will before death or not disposed of by a legal will
touched	having come into contact
brushed	touched lightly in passing
grazed	scraped or touched lightly in passing
untouched	not having come in contact
tough	resistant to cutting or chewing
cartilaginous	difficult to chew
chewy	requiring much chewing
coriaceous	resembling or made to resemble leather
fibrous	(of meat) full of sinews
hempen	having or resembling fibers especially fibers used in making cordage such as those of jute
tough-skinned	having a relatively tough outer covering
tender	easy to cut or chew
chewable	easy to cut or chew
crisp	tender and brittle
flaky	made of or easily forming flakes
tenderized	made tender as by marinating or pounding
tough	physically toughened
calloused	having calluses
enured	made tough by habitual exposure
weather-beaten	tanned and coarsened from being outdoors
tender	physically untoughened
delicate	easily hurt
tough	not given to gentleness or sentimentality
hard-bitten	tough and callous by virtue of experience
tough-minded	facing facts or difficulties realistically and with determination
tender	given to sympathy or gentleness or sentimentality
caring	showing a care
sentimental	given to or marked by sentiment or sentimentality
toxic	of or relating to or caused by a toxin or poison
cyanogenetic	capable of producing cyanide
deadly	extremely poisonous or injurious
hepatotoxic	toxic to the liver
nephrotoxic	toxic to the kidney
ototoxic	toxic to the organs of hearing or balance or to the auditory nerve
poisonous	having the qualities or effects of a poison
nontoxic	not producing or resulting from poison
antitoxic	counteracting a toxin or poison
harmless	not producing any toxic effects
nonpoisonous	not producing poison
nonvenomous	not producing venom
tractable	easily managed (controlled or taught or molded)
ductile	easily influenced
docile	ready and willing to be taught
tamable	capable of being tamed
intractable	not tractable
balking	stopping short and refusing to go on
refractory	not responding to treatment
uncontrollable	difficult to solve or alleviate
unmalleable	difficult or impossible to shape or work
table_d'hote	(of a restaurant meal) complete but with limited choices and at a fixed price
a_la_carte	(of a restaurant meal) having unlimited choices with a separate price for each item
traceable	capable of being traced or tracked
untraceable	incapable of being traced or tracked down
tracked	having tracks
caterpillar-tracked	having caterpillar treads or tracks on the wheels
half-track	having caterpillar treads on the rear and wheels in front
trackless	having no tracks
traveled	traveled over or through
heavily_traveled	subject to much traffic or travel
untraveled	not traveled over or through
untraversed	not traveled over or through
trimmed	made neat and tidy by trimming
clipped	cut or trimmed by clipping
untrimmed	not trimmed
unclipped	not clipped
troubled	characterized by or indicative of distress or affliction or danger or need
annoyed	troubled persistently especially with petty annoyances
anxious	causing or fraught with or showing anxiety
buffeted	pounded or hit repeatedly by storms or adversities
careful	full of cares or anxiety
care-laden	burdened by cares
clouded	made troubled or apprehensive or distressed in appearance
disquieted	afflicted with or marked by anxious uneasiness or trouble or grief
distressed	facing or experiencing financial trouble or difficulty
fraught	marked by distress
hag-ridden	tormented or harassed by nightmares or unreasonable fears
haunted	showing emotional affliction or disquiet
in_Dutch(p)	in disfavor
infested	(often followed by `with' or used in combination) troubled by or encroached upon in large numbers
in_trouble(p)	having a serious nonfinancial problem
mothy	infested with moths
stressed	suffering severe physical strain or distress
struggling	engaged in a struggle to overcome especially poverty or obscurity
suffering	troubled by pain or loss
troublous	full of trouble
untroubled	not beset by troubles or disturbance or distress
carefree	free of trouble and worry and care
clear	characterized by freedom from troubling thoughts (especially guilt)
dreamless	untroubled by dreams
trouble-free	without problems or difficulties
unconcerned	easy in mind
undisturbed	untroubled by interference or disturbance
true	consistent with fact or reality
actual	being or reflecting the essential or genuine character of something
apodictic	of a proposition
truthful	conforming to truth
sure	infallible or unfailing
false	not in accordance with the fact or reality or actuality
mendacious	intentionally untrue
specious	plausible but false
trumped-up(a)	concocted with intent to deceive
untrue	not according with the facts
trustful	inclined to believe or confide readily
confiding	willing to entrust personal matters
unsuspecting	not suspicious
distrustful	having or showing distrust
cynical	believing the worst of human nature and motives
doubting	marked by or given to doubt
jealous	suspicious or unduly suspicious or fearful of being displaced by a rival
leery	openly distrustful and unwilling to confide
misogynic	(used of men) having deep-seated distrust of women
oversuspicious	unduly suspicious
trustworthy	worthy of trust or belief
authentic	conforming to fact and therefore worthy of belief
creditworthy	having an acceptable credit rating
dependable	worthy of being depended on
fiducial	based on trust
sure	(of persons) worthy of trust or confidence
untrustworthy	not worthy of trust or belief
devious	characterized by insincerity or deceit
fly-by-night	of businesses and businessmen of questionable honesty
slippery	not to be trusted
tubed	of a tire
tubeless	of a tire
tucked	having tucked or being tucked
